station_id,xi,sigma
Annandale (WTP),0.1655814566857195,20.142104613893725
Annandale (WTP),0.11761559147538618,23.2682421787998
Annandale (WTP),0.0870019849239777,21.160575492654583
Annandale (WTP),0.18585252938895735,20.240414705143046
Annandale (WTP),0.061763640802484004,23.315958056828418
Annandale (WTP),0.08965443616979565,23.224591033823458
Annandale (WTP),0.1513141889654529,20.817682185115792
Annandale (WTP),0.2201936340007183,20.395306538957037
Annandale (WTP),-0.005650326386044012,23.461520692261477
Annandale (WTP),0.010521606543771215,22.86897722028398
Annandale (WTP),0.16075999753399953,21.591306557322593
Annandale (WTP),0.056491355627721264,20.933716420643144
Annandale (WTP),0.18855010679853743,19.490591098360078
Annandale (WTP),0.19359211870789517,19.22049189373977
Annandale (WTP),0.1443320257934606,20.412275321635175
Annandale (WTP),0.1232099711959973,23.24846611312593
Annandale (WTP),0.1235463091686349,20.431544826496513
Annandale (WTP),0.07084772302170109,23.86617410407984
Annandale (WTP),0.11660462503353218,21.315811487902657
Annandale (WTP),0.12448012587720741,18.767329993671936
Annandale (WTP),0.07356942289814064,21.86079695359232
Annandale (WTP),0.23400082506708336,17.767308158265095
Annandale (WTP),0.11623543242627929,24.379784322326014
Annandale (WTP),0.07645123618429993,22.84883457115447
Annandale (WTP),0.10238399498119735,20.64243206588499
Annandale (WTP),0.13541508869281693,23.250122611419936
Annandale (WTP),0.1011585544258181,18.98808452222682
Annandale (WTP),0.0013899329214664545,24.709277980337205
Annandale (WTP),0.022774621682133157,24.117521124721417
Annandale (WTP),0.07207266251733054,21.363344386417918
Annandale (WTP),0.028255541508465692,22.494309975054055
Annandale (WTP),0.06573313960731614,24.93527647738557
Annandale (WTP),0.16789017941130555,18.418168925721208
Annandale (WTP),0.0577332156590598,25.04037138411036
Annandale (WTP),0.030586525149805054,24.625107773777245
Annandale (WTP),0.07656553992381271,22.45205037072772
Annandale (WTP),0.06832181808824533,21.586783130746113
Annandale (WTP),0.132601068886537,18.96917556595899
Annandale (WTP),0.15492822429145542,19.451760052906433
Annandale (WTP),0.12084746891766171,19.70421732899945
Annandale (WTP),0.08521515828228175,19.22191721755959
Annandale (WTP),0.12439650812913454,21.122112850226245
Annandale (WTP),0.04823336111118236,22.567458184624336
Annandale (WTP),0.1174153640576001,21.52843171048833
Annandale (WTP),0.20162956553639594,22.037628419376638
Annandale (WTP),0.1031390995727237,20.395421797255718
Annandale (WTP),0.03999044991097416,23.49645876669565
Annandale (WTP),0.1756158181631511,21.440484909294543
Annandale (WTP),0.17310895613375676,19.964209605406623
Annandale (WTP),0.09179903369934508,21.894056417715493
Annandale (WTP),0.1526446834227417,19.928127646317837
Annandale (WTP),0.16209847486872486,20.874636343933673
Annandale (WTP),0.14486749484581435,20.987973908047003
Annandale (WTP),0.07788284233743833,21.46804045266825
Annandale (WTP),-0.06562519129422774,23.916674149387795
Annandale (WTP),0.209488231117379,21.142530257240164
Annandale (WTP),0.052193001146796876,23.160568685891196
Annandale (WTP),0.08199635872576361,24.1054200423386
Annandale (WTP),0.21160529066263123,19.808279779688583
Annandale (WTP),0.1118121869762353,21.777783122548612
Annandale (WTP),0.11869942988378779,19.799306146174168
Annandale (WTP),0.04608519345856414,21.818411084543115
Annandale (WTP),-0.07081666949478492,24.548300653729196
Annandale (WTP),0.025152218525794506,19.49798125756669
Annandale (WTP),0.15348323489805712,20.15887626647539
Annandale (WTP),0.11749306900751846,21.346779529707735
Annandale (WTP),0.013511013063241883,23.177902336807037
Annandale (WTP),0.0541238792123272,23.99685198878104
Annandale (WTP),0.12760588166868392,21.54641948181223
Annandale (WTP),0.14138437860336717,25.445686446522494
Annandale (WTP),0.07827861470719365,20.74843608732337
Annandale (WTP),0.07589662274943912,21.936010923175232
Annandale (WTP),-0.041701628811689415,25.801730508438034
Annandale (WTP),0.15198054203619538,20.472253789038763
Annandale (WTP),0.13495906953650616,22.96209367460159
Annandale (WTP),0.07712775333218586,23.17071807821244
Annandale (WTP),0.020954861584156673,20.15096150812557
Annandale (WTP),0.04683699627190112,24.82640321065827
Annandale (WTP),0.20370058241306835,23.16164801896431
Annandale (WTP),0.08720340639442706,22.258876850704976
Annandale (WTP),0.14379753887415606,21.069193721022987
Annandale (WTP),-0.052153923108909025,26.870365117156013
Annandale (WTP),0.19281240883186246,20.221449515507626
Annandale (WTP),0.013957786186911922,24.076996118236973
Annandale (WTP),-0.005378882417646648,23.16234936974226
Annandale (WTP),0.0699248066690143,23.011896172010935
Annandale (WTP),0.0970113061765659,22.344818981026
Annandale (WTP),0.10852486818952073,21.452848890029728
Annandale (WTP),0.15632187720524818,21.37503729801771
Annandale (WTP),0.1493622643221569,20.66481419149449
Annandale (WTP),0.08111400363887045,20.681195926715887
Annandale (WTP),0.03692668005367081,23.845163094188614
Annandale (WTP),0.08784642522594312,24.458248436711617
Annandale (WTP),0.010143794758585244,22.49573518768038
Annandale (WTP),-0.04553174327314179,25.025396837718
Annandale (WTP),0.06478734572677217,22.874522826142663
Annandale (WTP),0.18430074130193325,21.88285480700319
Annandale (WTP),0.10910542328169301,20.841243673552654
Annandale (WTP),-0.038399864584977544,22.990368335046547
Annandale (WTP),0.01732012925071933,21.180249231969356
Annandale (WTP),0.16447624563110486,21.062056799990486
Annandale (WTP),0.1567704447824214,19.741919316625566
Annandale (WTP),0.12891244224313592,22.172344966914242
Annandale (WTP),0.1630723651803615,18.85091074692394
Annandale (WTP),-0.10581494975202113,29.10791793490754
Annandale (WTP),0.10686960762013133,20.694459070536357
Annandale (WTP),0.19635540634073068,19.037833290931196
Annandale (WTP),-0.0009366996279867771,22.126228688908107
Annandale (WTP),0.15839250582107026,21.012124785545957
Annandale (WTP),0.18291790894052434,19.49269976505613
Annandale (WTP),0.10731427468575014,22.2688486791344
