station,X_m,Y_m,X_km,Y_km,Elevation_150m,TR,TR_mean,TR_std,TR_z,TR_std_z,Elev_z,Elev_norm
Pomme Rose (WTP),645245.4876,1334183.97,645.2454876,1334.18397,315.1599,50,207.4312156,49.1426578,-0.631398949,-0.542056772,0.462735598,0.430727299
Pomme Rose (WTP),645245.4876,1334183.97,645.2454876,1334.18397,315.1599,75,223.688359,58.31579885,-0.661618236,-0.566879662,0.462735598,0.430727299
Pomme Rose (WTP),645245.4876,1334183.97,645.2454876,1334.18397,315.1599,100,235.7832334,65.59155752,-0.679442765,-0.582672857,0.462735598,0.430727299
Radix (WTP),638953.8271,1333795.079,638.9538271,1333.795079,234.7337,5,119.8617607,17.61664914,-0.63091814,-0.035869347,-0.178536143,-0.430727299
Radix (WTP),638953.8271,1333795.079,638.9538271,1333.795079,234.7337,10,150.4675782,28.91766205,-0.452284662,0.148025836,-0.178536143,-0.430727299
Radix (WTP),638953.8271,1333795.079,638.9538271,1333.795079,234.7337,25,203.5804376,53.32442401,-0.212568852,0.349915167,-0.178536143,-0.430727299
Radix (WTP),638953.8271,1333795.079,638.9538271,1333.795079,234.7337,50,256.4220992,82.58967837,-0.043299046,0.476290766,-0.178536143,-0.430727299
Radix (WTP),638953.8271,1333795.079,638.9538271,1333.795079,234.7337,75,293.7925927,105.8439739,0.047995309,0.541597947,-0.178536143,-0.430727299
Radix (WTP),638953.8271,1333795.079,638.9538271,1333.795079,234.7337,100,323.7398774,125.8503902,0.108922013,0.58460439,-0.178536143,-0.430727299
Spring Garden (WTP),642503.6059,1339205.501,642.5036059,1339.205501,395.2903,5,139.7924956,14.54353577,-0.026873246,-0.526428997,1.101648802,1.446103593
Spring Garden (WTP),642503.6059,1339205.501,642.5036059,1339.205501,395.2903,10,162.491434,20.70628606,-0.173699685,-0.62497517,1.101648802,1.446103593
Spring Garden (WTP),642503.6059,1339205.501,642.5036059,1339.205501,395.2903,25,195.9336523,31.6612694,-0.334985642,-0.706419168,1.101648802,1.446103593
Spring Garden (WTP),642503.6059,1339205.501,642.5036059,1339.205501,395.2903,50,224.177468,42.53158546,-0.430372377,-0.743341344,1.101648802,1.446103593
Spring Garden (WTP),642503.6059,1339205.501,642.5036059,1339.205501,395.2903,75,242.0125384,50.11421018,-0.476136059,-0.758161515,1.101648802,1.446103593
Spring Garden (WTP),642503.6059,1339205.501,642.5036059,1339.205501,395.2903,100,255.3017638,56.11125445,-0.504496096,-0.766316342,1.101648802,1.446103593
Tufton Hall (WTP),641852.9732,1346360.273,641.8529732,1346.360273,145.113,5,191.4137613,21.2911622,1.5376231,0.550691455,-0.893119479,-1.044408795
Tufton Hall (WTP),641852.9732,1346360.273,641.8529732,1346.360273,145.113,10,224.3214577,30.33099379,1.258862059,0.281073799,-0.893119479,-1.044408795
Tufton Hall (WTP),641852.9732,1346360.273,641.8529732,1346.360273,145.113,25,273.022208,46.34442969,0.899119048,0.009558105,-0.893119479,-1.044408795
Tufton Hall (WTP),641852.9732,1346360.273,641.8529732,1346.360273,145.113,50,314.3311522,62.20149103,0.651856989,-0.144459903,-0.893119479,-1.044408795
Tufton Hall (WTP),641852.9732,1346360.273,641.8529732,1346.360273,145.113,75,340.4916296,73.25290438,0.520695279,-0.21850847,-0.893119479,-1.044408795
Tufton Hall (WTP),641852.9732,1346360.273,641.8529732,1346.360273,145.113,100,360.0191886,81.98983083,0.434097348,-0.265020979,-0.893119479,-1.044408795
Vendome (WTP),639882.8326,1335770.762,639.8828326,1335.770762,273.98,5,165.8277673,16.27419206,0.762183101,-0.250165143,0.134391027,0.234219194
Vendome (WTP),639882.8326,1335770.762,639.8828326,1335.770762,273.98,10,193.0021714,22.79103373,0.533214409,-0.428721577,0.134391027,0.234219194
Vendome (WTP),639882.8326,1335770.762,639.8828326,1335.770762,273.98,25,233.0007727,34.17226605,0.258419004,-0.58397846,0.134391027,0.234219194
Vendome (WTP),639882.8326,1335770.762,639.8828326,1335.770762,273.98,50,266.7268256,45.29392705,0.080401694,-0.659237478,0.134391027,0.234219194
Vendome (WTP),639882.8326,1335770.762,639.8828326,1335.770762,273.98,75,287.9909904,52.97554117,-0.01073004,-0.691428018,0.134391027,0.234219194
Vendome (WTP),639882.8326,1335770.762,639.8828326,1335.770762,273.98,100,303.8168259,59.01329038,-0.069650421,-0.71010084,0.134391027,0.234219194
