X_m,Y_m,Elevation,ock_5_mean,ock_5_mean_std,oicckm2_5_mean,oicckm2_5_mean_std,ock_10_mean,ock_10_mean_std,oicckm2_10_mean,oicckm2_10_mean_std,ock_25_mean,ock_25_mean_std,oicckm2_25_mean,oicckm2_25_mean_std,ock_50_mean,ock_50_mean_std,oicckm2_50_mean,oicckm2_50_mean_std,ock_75_mean,ock_75_mean_std,oicckm2_75_mean,oicckm2_75_mean_std,ock_100_mean,ock_100_mean_std,oicckm2_100_mean,oicckm2_100_mean_std,ock_5_std,ock_5_std_std,oicckm2_5_std,oicckm2_5_std_std,ock_10_std,ock_10_std_std,oicckm2_10_std,oicckm2_10_std_std,ock_25_std,ock_25_std_std,oicckm2_25_std,oicckm2_25_std_std,ock_50_std,ock_50_std_std,oicckm2_50_std,oicckm2_50_std_std,ock_75_std,ock_75_std_std,oicckm2_75_std,oicckm2_75_std_std,ock_100_std,ock_100_std_std,oicckm2_100_std,oicckm2_100_std_std
641567.805,1334219.436,409.61,147.591,4.618,151.824,26.339,174.957,6.047,182.862,34.432,217.051,8.905,231.656,50.957,262.736,38.542,275.947,69.644,292.123,48.415,305.348,83.762,314.455,56.923,327.908,95.441,14.555,0.897,17.852,5.024,21.497,1.646,22.394,5.673,40.595,11.493,34.563,7.155,56.762,17.93,51.137,18.335,56.218,7.91,78.814,38.452,64.307,10.318,74.676,35.317
641567.805,1334129.436,402.05,147.387,4.851,150.944,26.344,174.842,6.354,181.896,34.435,217.067,9.358,230.56,50.959,261.976,39.35,274.762,69.648,291.487,49.366,304.123,83.768,313.739,57.988,326.664,95.45,14.617,0.943,17.803,5.026,21.601,1.73,22.533,5.818,40.557,11.689,34.834,7.257,56.856,18.3,51.463,18.41,55.843,8.481,78.951,38.431,63.801,11.043,75.019,35.392
641567.805,1334039.436,394.34,147.311,5.896,150.032,26.354,174.924,7.728,180.897,34.453,217.406,11.392,229.442,50.995,263.675,42.223,273.586,69.71,294.349,52.727,302.944,83.859,317.037,61.727,325.51,95.573,14.748,1.148,17.78,5.039,21.831,2.098,23.03,6.342,41.587,12.366,35.261,7.814,58.676,19.585,52.01,18.88,56.248,10.824,79.148,38.464,64.356,13.973,75.675,35.888
641567.805,1333949.436,383.19,147.051,7.211,148.878,26.37,174.778,9.46,179.592,34.483,217.409,13.959,227.918,51.055,265.511,45.248,271.916,69.812,297.642,56.217,301.221,84.004,320.72,65.584,323.78,95.766,14.865,1.407,17.731,5.058,22.033,2.562,23.579,6.907,42.787,13.057,35.726,8.706,60.62,20.911,52.613,19.684,56.893,13.906,79.252,38.548,65.186,17.786,76.415,36.752
641567.805,1333859.436,370.33,146.699,8.537,147.588,26.39,174.519,11.206,178.112,34.523,217.253,16.549,226.156,51.132,266.872,47.801,269.952,69.939,300.371,59.124,299.168,84.182,323.688,68.774,321.691,95.999,14.982,1.669,17.663,5.08,22.231,3.029,24.084,7.395,43.819,13.621,36.253,9.795,62.254,22.001,53.303,20.735,57.967,17.128,79.305,38.679,66.531,21.721,77.28,37.903
641567.805,1333769.436,357.72,146.322,9.788,146.288,26.414,174.231,12.854,176.615,34.571,217.065,18.996,224.37,51.223,267.794,49.852,267.96,70.085,302.394,61.432,297.082,84.381,325.849,71.291,319.567,96.255,15.108,1.916,17.594,5.103,22.448,3.47,24.535,7.795,44.679,14.062,36.875,10.967,63.616,22.852,54.126,21.938,59.57,20.213,79.387,38.849,68.478,25.439,78.335,39.246
641567.805,1333679.436,346.53,146.086,10.937,145.054,26.442,174.132,14.371,175.196,34.626,217.184,21.249,222.688,51.323,268.413,51.491,266.099,70.243,303.804,63.256,295.146,84.595,327.349,73.27,317.607,96.525,15.28,2.144,17.533,5.126,22.743,3.874,24.941,8.12,45.397,14.405,37.597,12.144,64.8,23.511,55.094,23.205,62.021,23.027,79.547,39.052,71.33,28.783,79.597,40.686
641567.805,1333589.436,338.19,146.028,11.983,143.979,26.474,174.27,15.75,173.974,34.687,217.685,23.3,221.274,51.433,268.951,52.809,264.575,70.412,304.808,64.712,293.596,84.818,328.474,74.841,316.07,96.804,15.503,2.352,17.496,5.148,23.134,4.242,25.323,8.383,46.034,14.675,38.434,13.273,65.965,24.024,56.228,24.467,65.18,25.504,79.849,39.28,75.049,31.685,81.101,42.14
641567.805,1333499.436,331.71,146.077,12.928,143.0,26.509,174.548,16.999,172.866,34.752,218.417,25.157,220.008,51.549,269.293,53.88,263.236,70.588,305.344,65.886,292.254,85.048,329.129,76.102,314.757,97.088,15.757,2.54,17.47,5.171,23.583,4.574,25.666,8.599,46.564,14.89,39.327,14.319,67.037,24.427,57.445,25.67,68.81,27.619,80.225,39.525,79.279,34.127,82.727,43.542
641567.805,1333409.436,326.17,145.922,13.784,142.056,26.547,174.556,18.13,171.793,34.823,218.764,26.841,218.782,51.67,269.399,54.797,261.941,70.77,305.227,66.852,290.956,85.283,329.094,77.141,313.485,97.374,15.978,2.711,17.444,5.193,23.975,4.875,25.956,8.778,46.981,15.067,40.224,15.265,67.965,24.761,58.668,26.778,72.052,29.373,80.61,39.781,83.16,36.124,84.363,44.843
641567.805,1333319.436,319.51,145.51,14.561,141.014,26.588,174.223,19.156,170.582,34.897,218.614,28.37,217.354,51.797,269.241,55.562,260.379,70.956,304.651,67.655,289.343,85.521,328.568,78.001,311.858,97.661,16.153,2.867,17.393,5.215,24.294,5.15,26.161,8.927,47.299,15.213,41.04,16.1,68.707,25.031,59.773,27.771,74.696,30.79,80.879,40.039,86.311,37.712,85.832,46.013
641567.805,1333229.436,312.23,145.142,15.259,139.906,26.632,173.942,20.08,169.276,34.974,218.565,29.745,215.784,51.928,268.66,56.189,258.625,71.146,303.613,68.328,287.501,85.761,327.537,78.716,309.97,97.948,16.34,3.007,17.324,5.236,24.64,5.395,26.296,9.052,47.491,15.334,41.77,16.824,69.223,25.242,60.756,28.638,77.207,31.904,81.05,40.295,89.361,38.942,87.13,47.036
